first_name,last_name,BioGuideID,transaction,ticker,range,transaction_date
Markwayne,Mullin,M001190,Sale (Full),SFM,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),ETN,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),FRPT,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),AXON,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),BMI,"$1,001 - $15,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),ELF,"$1,001 - $15,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),SFM,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),CYBR,"$1,001 - $15,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),BMI,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),AXON,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),OLLI,"$15,001 - $50,000",2024-12-18
Markwayne,Mullin,M001190,Sale (Full),ETN,"$1,001 - $15,000",2024-12-18
Jerry,Moran,M000934,Purchase,BRK.B,"$1,001 - $15,000",2024-12-16
Shelley Moore,Capito,C001047,Sale (Partial),MSFT,"$1,001 - $15,000",2024-12-16
Shelley Moore,Capito,C001047,Sale (Partial),LOW,"$1,001 - $15,000",2024-12-13
Thomas R.,Carper,C000174,Sale (Full),AY,"$1,001 - $15,000",2024-12-13
Bill,Hagerty,H000601,Sale (Full),EQC,"$1,001 - $15,000",2024-12-13
Shelley Moore,Capito,C001047,Purchase,AVGO,"$1,001 - $15,000",2024-12-12
Markwayne,Mullin,M001190,Purchase,LLY,"$50,001 - $100,000",2024-12-11
Markwayne,Mullin,M001190,Sale (Full),PEP,"$15,001 - $50,000",2024-12-11
Markwayne,Mullin,M001190,Purchase,AMAT,"$15,001 - $50,000",2024-12-11
Markwayne,Mullin,M001190,Sale (Partial),ABT,"$15,001 - $50,000",2024-12-11
A. Mitchell Jr.,McConnell,M000355,Purchase,WFC,"$1,001 - $15,000",2024-12-02
Markwayne,Mullin,M001190,Purchase,IEMG,"$1,001 - $15,000",2024-11-27
Markwayne,Mullin,M001190,Purchase,EZU,"$100,001 - $250,000",2024-11-27
Markwayne,Mullin,M001190,Purchase,IEFA,"$100,001 - $250,000",2024-11-27
John,Boozman,B001236,Sale (Full),SWKS,"$1,001 - $15,000",2024-11-20
John,Boozman,B001236,Sale (Partial),VWO,"$1,001 - $15,000",2024-11-20
John,Boozman,B001236,Sale (Partial),BBEU,"$1,001 - $15,000",2024-11-20
John,Boozman,B001236,Purchase,AAXJ,"$1,001 - $15,000",2024-11-20
Sheldon,Whitehouse,W000802,Sale (Full),MET,"$1,001 - $15,000",2024-11-19
Sheldon,Whitehouse,W000802,Sale (Full),KVUE,"$1,001 - $15,000",2024-11-18
John,Boozman,B001236,Purchase,SPY,"$1,001 - $15,000",2024-11-13
Markwayne,Mullin,M001190,Sale (Partial),PCLPX,"$15,001 - $50,000",2024-11-12
Tina,Smith,S001203,Purchase,TCMD,"$50,001 - $100,000",2024-11-12
Gary,Peters,P000595,Sale (Full),LEG,"$1,001 - $15,000",2024-10-31
Gary,Peters,P000595,Sale (Full),LW,"$1,001 - $15,000",2024-10-31
Sheldon,Whitehouse,W000802,Purchase,LLY,"$15,001 - $50,000",2024-10-30
Markwayne,Mullin,M001190,Purchase,HIYS,"$250,001 - $500,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),CTVA,"$1,001 - $15,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),TRV,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),HON,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),OC,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),MSFT,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),AAPL,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),MCD,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),KMB,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),ADBE,"$15,001 - $50,000",2024-10-29
Tommy,Tuberville,T000278,Sale (Full),JNJ,"$15,001 - $50,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),SBUX,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),VZ,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),MA,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),VZ,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Full),DIS,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),SBUX,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),HON,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Partial),MA,"$1,001 - $15,000",2024-10-29
Sheldon,Whitehouse,W000802,Sale (Full),TSLA,"$100,001 - $250,000",2024-10-28
Sheldon,Whitehouse,W000802,Sale (Full),TSLA,"$15,001 - $50,000",2024-10-28
Gary,Peters,P000595,Sale (Full),IVZ,"$1,001 - $15,000",2024-10-17
Sheldon,Whitehouse,W000802,Sale (Partial),TSLA,"$15,001 - $50,000",2024-10-11
John,Boozman,B001236,Sale (Partial),IWM,"$1,001 - $15,000",2024-10-09
Shelley Moore,Capito,C001047,Purchase,CSL,"$1,001 - $15,000",2024-10-08
Sheldon,Whitehouse,W000802,Sale (Full),CELH,"$1,001 - $15,000",2024-10-08
Sheldon,Whitehouse,W000802,Purchase,KO,"$1,001 - $15,000",2024-10-08
John,Boozman,B001236,Sale (Partial),IVV,"$1,001 - $15,000",2024-10-06
John,Boozman,B001236,Sale (Partial),FI,"$1,001 - $15,000",2024-09-26
Shelley Moore,Capito,C001047,Sale (Full),NSC,"$1,001 - $15,000",2024-09-25
Shelley Moore,Capito,C001047,Sale (Partial),ACN,"$1,001 - $15,000",2024-09-20
Shelley Moore,Capito,C001047,Sale (Partial),AAPL,"$1,001 - $15,000",2024-09-20
Shelley Moore,Capito,C001047,Sale (Partial),GWW,"$1,001 - $15,000",2024-09-20
Shelley Moore,Capito,C001047,Sale (Partial),NKE,"$1,001 - $15,000",2024-09-20
Shelley Moore,Capito,C001047,Sale (Partial),MSFT,"$1,001 - $15,000",2024-09-20
Sheldon,Whitehouse,W000802,Sale (Partial),AMGN,"$1,001 - $15,000",2024-09-17
John,Hickenlooper,H000273,Sale (Partial),CMG,"$100,001 - $250,000",2024-09-12
John,Boozman,B001236,Sale (Partial),MDY,"$1,001 - $15,000",2024-09-09
John,Boozman,B001236,Sale (Partial),VEA,"$1,001 - $15,000",2024-09-09
John,Boozman,B001236,Sale (Partial),EFA,"$1,001 - $15,000",2024-09-09
John,Hickenlooper,H000273,Exchange,LSXMK,"$100,001 - $250,000",2024-09-09
John,Boozman,B001236,Sale (Partial),EMLP,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Sale (Partial),TPYP,"$15,001 - $50,000",2024-09-06
John,Boozman,B001236,Sale (Partial),WWSYX,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Sale (Partial),VNQI,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,AGZ,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,IEI,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,IVV,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,MBB,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,PPLT,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,SHY,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,TLH,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,GIGB,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,TBLL,"$15,001 - $50,000",2024-09-06
John,Boozman,B001236,Purchase,TLT,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,CMBS,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,PALL,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,JMBS,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,SCHP,"$1,001 - $15,000",2024-09-06
John,Boozman,B001236,Purchase,FTGC,"$15,001 - $50,000",2024-09-06
John,Boozman,B001236,Purchase,IEF,"$1,001 - $15,000",2024-09-06
John,Hickenlooper,H000273,Sale (Partial),LSXMK,"$100,001 - $250,000",2024-09-06
A. Mitchell Jr.,McConnell,M000355,Purchase,WFC,"$1,001 - $15,000",2024-09-01
John,Hickenlooper,H000273,Sale (Full),BATRK,"$50,001 - $100,000",2024-08-30
