BioGuideID,first_name,last_name,representative,house,party,transaction,ticker,ticker_type,description,range,amount,excess_return,price_change,spy_change,report_date,transaction_date,last_modified
F000110,Cleo,Fields,Cleo Fields,Representatives,D,Purchase,AAPL,ST,,250001.0,250001.0,2.47573589074146,0.714812085482682,-1.76092380525878,2025-11-12,2025-10-30,2025-11-13
T000490,David J.,Taylor,David J. Taylor,Representatives,R,Sale,AAPL,ST,,1001.0,1001.0,2.47573589074146,0.714812085482682,-1.76092380525878,2025-11-03,2025-10-30,2025-11-04
T000490,David J.,Taylor,David J. Taylor,Representatives,R,Purchase,T,ST,,1001.0,1001.0,5.1442301261664,3.38330632090762,-1.76092380525878,2025-11-03,2025-10-30,2025-11-04
D000624,Debbie,Dingell,Debbie Dingell,Representatives,D,Exchange,SOLS,ST,ASSET WAS ACQUIRED THROUGH A HONEYWELL INTERNATIONAL INC. (HON) SPINOFF.,1001.0,1001.0,-2.53691732969533,-1.88756668034469,0.649350649350641,2025-12-06,2025-10-30,2025-12-08
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,PWR,ST,,1001.0,1001.0,1.1718158667457,1.82116651609635,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,WRB,ST,,1001.0,1001.0,-6.38739929346583,-5.73804864411519,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,HMC,ST,,1001.0,1001.0,-4.27020678066702,-3.62085613131638,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,PEP,ST,,1001.0,1001.0,-2.10648382454549,-1.45713317519485,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,SONY,ST,,1001.0,1001.0,-0.541242541242528,0.108108108108112,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,RGEN,ST,,1001.0,1001.0,12.1956379374931,12.8449885868437,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,WYNN,ST,,1001.0,1001.0,2.63193848816293,3.28128913751357,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SR,ST,,1001.0,1001.0,-6.41066752177863,-5.76131687242799,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,L,ST,,1001.0,1001.0,2.35476871164604,3.00411936099668,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,EME,ST,,1001.0,1001.0,-3.49194324194323,-2.84259259259259,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,AVGO,ST,,1001.0,1001.0,6.37511345137451,7.02446410072516,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,MSFT,ST,,15001.0,15001.0,-7.33032676012362,-6.68097611077298,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,OPCH,ST,,1001.0,1001.0,22.304284153168,22.9536348025186,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,JPM,ST,,1001.0,1001.0,2.14925328032879,2.79860392967943,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,CEG,ST,,1001.0,1001.0,-5.5868637219296,-4.93751307257896,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,UBER,ST,,1001.0,1001.0,-6.42196957359149,-5.77261892424085,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,WSFS,ST,,1001.0,1001.0,5.86210117726304,6.51145182661368,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,DELL,ST,,1001.0,1001.0,-14.657797329681,-14.0084466803304,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,AMH,ST,,1001.0,1001.0,-5.83788290238898,-5.18853225303834,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ECL,ST,,1001.0,1001.0,-0.602676203609682,0.0466744457409586,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,TXT,ST,,1001.0,1001.0,5.71554484296867,6.36489549231931,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,UTHR,ST,,1001.0,1001.0,5.03053822238884,5.67988887173948,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,FTNT,ST,,1001.0,1001.0,-1.1837924545763,-0.534441805225657,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,BAC,ST,,1001.0,1001.0,1.4155182927576,2.06486894210824,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,OSK,ST,,1001.0,1001.0,4.5518827164397,5.20123336579034,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,HMC,ST,,1001.0,1001.0,-4.27020678066702,-3.62085613131638,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,SNDK,ST,,1001.0,1001.0,13.4273524453281,14.0767030946788,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,UE,ST,,1001.0,1001.0,-2.1222188664049,-1.47286821705426,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,CASY,ST,,1001.0,1001.0,7.42524340318147,8.07459405253211,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,DKS,ST,,1001.0,1001.0,-1.10233126178043,-0.452980612429788,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,BWXT,ST,,1001.0,1001.0,-16.8818108925686,-16.232460243218,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,COP,ST,,1001.0,1001.0,5.37515581763371,6.02450646698435,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,COHR,ST,,1001.0,1001.0,45.0329641724412,45.6823148217919,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,UNM,ST,,1001.0,1001.0,-0.173160173160172,0.476190476190468,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,PII,ST,,1001.0,1001.0,-2.29149658485369,-1.64214593550305,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SJM,ST,,1001.0,1001.0,-3.20430912516891,-2.55495847581827,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,ALEX,ST,,1001.0,1001.0,24.5604814849419,25.2098321342926,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,WTRG,ST,,1001.0,1001.0,-3.0597657047773,-2.41041505542666,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,AMD,ST,,1001.0,1001.0,-13.4927033412357,-12.8433526918851,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,COHR,ST,,1001.0,1001.0,45.0329641724412,45.6823148217919,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,CNM,ST,,1001.0,1001.0,-2.05443571912697,-1.40508506977633,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,OSK,ST,,1001.0,1001.0,4.5518827164397,5.20123336579034,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,GS,ST,,1001.0,1001.0,9.94355458503227,10.5929052343829,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,MKSI,ST,,1001.0,1001.0,18.5380730818962,19.1874237312469,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,ORLY,ST,,1001.0,1001.0,-0.176413182193532,0.472937467157108,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,PSTG,ST,,1001.0,1001.0,-27.2651634521545,-26.6158128028038,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,AKAM,ST,,1001.0,1001.0,16.4614298186596,17.1107804680103,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ROIV,ST,,1001.0,1001.0,5.86239603093538,6.51174668028602,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ASML,ST,,1001.0,1001.0,2.55953865280195,3.20888930215259,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,XOM,ST,,1001.0,1001.0,4.17234261074178,4.82169326009242,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,NVS,ST,,1001.0,1001.0,7.20889908558126,7.8582497349319,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,MGY,ST,,1001.0,1001.0,2.83123837340706,3.4805890227577,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,DHI,ST,,1001.0,1001.0,-0.0665922596393375,0.582758389711303,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,RIO,ST,,1001.0,1001.0,1.37973522322554,2.02908587257618,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,EXC,ST,,1001.0,1001.0,-8.05321723103749,-7.40386658168685,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,MTZ,ST,,1001.0,1001.0,3.09217774513406,3.7415283944847,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,V,ST,,1001.0,1001.0,-5.76194955379373,-5.11259890444309,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,UE,ST,,1001.0,1001.0,-2.1222188664049,-1.47286821705426,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,ETN,ST,,1001.0,1001.0,-10.8114535494524,-10.1621029001018,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,ROIV,ST,,1001.0,1001.0,5.86239603093538,6.51174668028602,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,NVO,ST,,1001.0,1001.0,-7.41393897868717,-6.76458832933653,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,CACI,ST,,1001.0,1001.0,4.04128405992587,4.69063470927651,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,MCD,ST,,1001.0,1001.0,1.67846074502162,2.32781139437226,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,UTHR,ST,,1001.0,1001.0,5.03053822238884,5.67988887173948,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,GOOGL,ST,,1001.0,1001.0,10.6303139804632,11.2796646298138,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,CASY,ST,,1001.0,1001.0,7.42524340318147,8.07459405253211,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,PEP,ST,,1001.0,1001.0,-2.10648382454549,-1.45713317519485,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,BSX,ST,,1001.0,1001.0,-7.44064029835134,-6.79128964900069,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,HAS,ST,,1001.0,1001.0,4.48454876279829,5.13389941214893,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,NTRS,ST,,1001.0,1001.0,4.55947519777307,5.20882584712371,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,SF,ST,,1001.0,1001.0,8.94986816698628,9.59921881633692,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,DUK,ST,,1001.0,1001.0,-8.5321076176439,-7.88275696829326,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,MGPI,ST,,1001.0,1001.0,-0.649350649350641,,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,HUM,ST,,1001.0,1001.0,-10.6437486046043,-9.99439795525367,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,VRT,ST,,1001.0,1001.0,-7.97284363035807,-7.32349298100743,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,CHRD,ST,,1001.0,1001.0,7.86500156166564,8.51435221101628,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,CMI,ST,,1001.0,1001.0,14.8748567053025,15.5242073546532,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,EXC,ST,,1001.0,1001.0,-8.05321723103749,-7.40386658168685,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,QLYS,ST,,1001.0,1001.0,20.4953298579601,21.1446805073108,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,HOMB,ST,,1001.0,1001.0,4.87085893148769,5.52020958083833,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,AMH,ST,,1001.0,1001.0,-5.83788290238898,-5.18853225303834,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,BK,ST,,1001.0,1001.0,7.18515639290288,7.83450704225352,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ITT,ST,,1001.0,1001.0,-9.23483124381231,-8.58548059446167,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,DHI,ST,,1001.0,1001.0,-0.0665922596393375,0.582758389711303,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,GTY,ST,,1001.0,1001.0,2.47111379186853,3.12046444121917,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,TSLA,ST,,1001.0,1001.0,1.12070161149916,1.7700522608498,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,JD,ST,,1001.0,1001.0,-12.3814453451852,-11.7320946958346,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,VST,ST,,1001.0,1001.0,-11.6134537540895,-10.9641031047388,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,CACI,ST,,1001.0,1001.0,4.04128405992587,4.69063470927651,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,OTIS,ST,,1001.0,1001.0,-6.43375977466148,-5.78440912531084,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,KRG,ST,,1001.0,1001.0,2.41001008124297,3.05936073059362,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,GOOGL,ST,,1001.0,1001.0,10.6303139804632,11.2796646298138,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,GSK,ST,,1001.0,1001.0,1.41711718192332,2.06646783127396,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SBCF,ST,,1001.0,1001.0,6.19120053175171,6.84055118110235,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,PII,ST,,1001.0,1001.0,-2.29149658485369,-1.64214593550305,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,BABA,ST,,1001.0,1001.0,-11.5761602854111,-10.9268096360605,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,TMUS,ST,,1001.0,1001.0,-5.26363975450136,-4.61428910515072,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,TSM,ST,,1001.0,1001.0,-1.46723865146133,-0.817888002110685,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,EHC,ST,,1001.0,1001.0,-7.54944481937033,-6.90009417001969,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,MGPI,ST,,1001.0,1001.0,-0.649350649350641,,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SYY,ST,,1001.0,1001.0,-2.8635407430588,-2.21419009370816,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,DDOG,ST,,1001.0,1001.0,-3.14505320235248,-2.49570255300184,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,AVB,ST,,1001.0,1001.0,0.657100040363742,1.30645068971438,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,JPM,ST,,1001.0,1001.0,2.14925328032879,2.79860392967943,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,MSFT,ST,,15001.0,15001.0,-7.33032676012362,-6.68097611077298,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SRE,ST,,1001.0,1001.0,-4.94402827808279,-4.29467762873215,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,AVB,ST,,1001.0,1001.0,0.657100040363742,1.30645068971438,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,PWR,ST,,1001.0,1001.0,1.1718158667457,1.82116651609635,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,HAS,ST,,1001.0,1001.0,4.48454876279829,5.13389941214893,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,DRI,ST,,1001.0,1001.0,-0.83172999839665,-0.182379349046009,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,BRK.B,ST,,1001.0,1001.0,3.10806805833138,3.75741870768202,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,NVDA,ST,,15001.0,15001.0,-9.73309060696313,-9.08373995761249,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,RGEN,ST,,1001.0,1001.0,12.1956379374931,12.8449885868437,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,DAL,ST,,1001.0,1001.0,17.7067417876242,18.3560924369748,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ACIW,ST,,1001.0,1001.0,-3.4971168996153,-2.84776625026466,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,DAL,ST,,1001.0,1001.0,17.7067417876242,18.3560924369748,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,SRE,ST,,1001.0,1001.0,-4.94402827808279,-4.29467762873215,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,V,ST,,1001.0,1001.0,-5.76194955379373,-5.11259890444309,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,GOOG,ST,,1001.0,1001.0,10.8086131676057,11.4579638169564,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,SAIC,ST,,1001.0,1001.0,5.913490880704,6.56284153005464,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ABBV,ST,,1001.0,1001.0,-2.48326826547685,-1.83391761612621,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,VALE,ST,,1001.0,1001.0,7.50876541456861,8.15811606391925,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ENTG,ST,,1001.0,1001.0,2.75636363636365,3.40571428571429,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,ORCL,ST,,1001.0,1001.0,-14.6164182658402,-13.9670676164895,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,BCS,ST,,1001.0,1001.0,9.21475431784711,9.86410496719775,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,SAP,ST,,1001.0,1001.0,-6.74912301711174,-6.0997723677611,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,QLYS,ST,,1001.0,1001.0,20.4953298579601,21.1446805073108,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,BAC,ST,,1001.0,1001.0,1.4155182927576,2.06486894210824,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,RF,ST,,1001.0,1001.0,9.57792207792209,10.2272727272727,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,XOM,ST,,1001.0,1001.0,4.17234261074178,4.82169326009242,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,EHC,ST,,1001.0,1001.0,-7.54944481937033,-6.90009417001969,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,IEX,ST,,1001.0,1001.0,2.36004453561706,3.0093951849677,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Purchase,PFG,ST,,1001.0,1001.0,6.11883885995563,6.76818950930627,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
M001136,Lisa,Mcclain,Lisa Mcclain,Representatives,R,Sale,CIEN,ST,,1001.0,1001.0,14.4914198840956,15.1407705334462,0.649350649350641,2025-11-21,2025-10-30,2025-11-24
