first_name,middle_name,nick_name,last_name,suffix,title,chamber,residence,state,state_abbr,district,note,raw_name
Michael,,,Cloud,,Representative,HOUSE,Victoria,Texas,TX,27,,Michael Cloud
Henry,,,Cuellar,,Representative,HOUSE,Laredo,Texas,TX,28,,Henry Cuellar
Sylvia,R.,,Garcia,,Representative,HOUSE,Houston,Texas,TX,29,,Sylvia R. Garcia
Jasmine,,,Crockett,,Representative,HOUSE,Dallas,Texas,TX,30,,Jasmine Crockett
John,R.,,Carter,,Representative,HOUSE,Round Rock,Texas,TX,31,,John R. Carter
Julie,,,Johnson,,Representative,HOUSE,Farmers Branch,Texas,TX,32,,Julie Johnson
Marc,A.,,Veasey,,Representative,HOUSE,Fort Worth,Texas,TX,33,,Marc A. Veasey
Vicente,,,Gonzalez,,Representative,HOUSE,McAllen,Texas,TX,34,,Vicente Gonzalez
Greg,,,Casar,,Representative,HOUSE,Austin,Texas,TX,35,,Greg Casar
Brian,,,Babin,,Representative,HOUSE,Woodville,Texas,TX,36,,Brian Babin
Lloyd,,,Doggett,,Representative,HOUSE,Austin,Texas,TX,37,,Lloyd Doggett
Wesley,,,Hunt,,Representative,HOUSE,Houston,Texas,TX,38,,Wesley Hunt
Blake,D.,,Moore,,Representative,HOUSE,Salt Lake City,Utah,UT,1,,Blake D. Moore
Celeste,,,Maloy,,Representative,HOUSE,Cedar City,Utah,UT,2,,Celeste Maloy
Mike,,,Kennedy,,Representative,HOUSE,Alpine,Utah,UT,3,,Mike Kennedy
Burgess,,,Owens,,Representative,HOUSE,Salt Lake City,Utah,UT,4,,Burgess Owens
Becca,,,Balint,,Representative,HOUSE,Brattleboro,Vermont,VT,AL,,Becca Balint
Robert,J.,,Wittman,,Representative,HOUSE,Montross,Virginia,VA,1,,Robert J. Wittman
Jennifer,A.,,Kiggans,,Representative,HOUSE,Virginia Beach,Virginia,VA,2,,Jennifer A. Kiggans
Robert,C.,Bobby,Scott,,Representative,HOUSE,Newport News,Virginia,VA,3,,Robert C. “Bobby” Scott
Jennifer,L.,,McClellan,,Representative,HOUSE,Richmond,Virginia,VA,4,,Jennifer L. McClellan
John,J.,,McGuire,III,Representative,HOUSE,Manakin-Sabot,Virginia,VA,5,,John J. McGuire III
Ben,,,Cline,,Representative,HOUSE,Botetourt,Virginia,VA,6,,Ben Cline
Eugene,Simon,,Vindman,,Representative,HOUSE,Dale City,Virginia,VA,7,,Eugene Simon Vindman
Donald,S.,,Beyer,Jr,Representative,HOUSE,Alexandria,Virginia,VA,8,,"Donald S. Beyer, Jr."
Morgan,,H. Morgan,Griffith,,Representative,HOUSE,Salem,Virginia,VA,9,,H. Morgan Griffith
Suhas,,,Subramanyam,,Representative,HOUSE,Loudoun County,Virginia,VA,10,,Suhas Subramanyam
James,R.,,Walkinshaw,,Representative,HOUSE,Fairfax County,Virginia,VA,11,,James R. Walkinshaw
Suzan,K.,,DelBene,,Representative,HOUSE,Medina,Washington,WA,1,,Suzan K. DelBene
Rick,,,Larsen,,Representative,HOUSE,Everett,Washington,WA,2,,Rick Larsen
Marie,,,Gluesenkamp Perez,,Representative,HOUSE,Skamania County,Washington,WA,3,,Marie Gluesenkamp Perez
Dan,,,Newhouse,,Representative,HOUSE,Sunnyside,Washington,WA,4,,Dan Newhouse
Michael,,,Baumgartner,,Representative,HOUSE,Spokane,Washington,WA,5,,Michael Baumgartner
Emily,,,Randall,,Representative,HOUSE,Bremerton,Washington,WA,6,,Emily Randall
Pramila,,,Jayapal,,Representative,HOUSE,Seattle,Washington,WA,7,,Pramila Jayapal
Kim,,,Schrier,,Representative,HOUSE,Sammamish,Washington,WA,8,,Kim Schrier
Adam,,,Smith,,Representative,HOUSE,Bellevue,Washington,WA,9,,Adam Smith
Marilyn,,,Strickland,,Representative,HOUSE,Tacoma,Washington,WA,10,,Marilyn Strickland
Carol,D.,,Miller,,Representative,HOUSE,Huntington,West Virginia,WV,1,,Carol D. Miller
Riley,M.,,Moore,,Representative,HOUSE,Harpers Ferry,West Virginia,WV,2,,Riley M. Moore
Bryan,,,Steil,,Representative,HOUSE,Janesville,Wisconsin,WI,1,,Bryan Steil
Mark,,,Pocan,,Representative,HOUSE,Town of Vermont,Wisconsin,WI,2,,Mark Pocan
Derrick,,,Van Orden,,Representative,HOUSE,Prairie du Chien,Wisconsin,WI,3,,Derrick Van Orden
Gwen,,,Moore,,Representative,HOUSE,Milwaukee,Wisconsin,WI,4,,Gwen Moore
Scott,,,Fitzgerald,,Representative,HOUSE,Clyman,Wisconsin,WI,5,,Scott Fitzgerald
Glenn,,,Grothman,,Representative,HOUSE,Glenbeulah,Wisconsin,WI,6,,Glenn Grothman
Thomas,P.,,Tiffany,,Representative,HOUSE,Minocqua,Wisconsin,WI,7,,Thomas P. Tiffany
Tony,,,Wied,,Representative,HOUSE,De Pere,Wisconsin,WI,8,,Tony Wied
Harriet,M.,,Hageman,,Representative,HOUSE,Cheyenne,Wyoming,WY,AL,,Harriet M. Hageman
Pablo,José,,Hernández,,Resident Commissioner,HOUSE,San Juan,Puerto Rico,PR,,,Pablo José Hernández
Aumua,Amata,,Coleman Radewagen,,Delegate,HOUSE,Pago Pago,American Samoa,AS,,,Aumua Amata Coleman Radewagen
Eleanor,,,Holmes Norton,,Delegate,HOUSE,District of Columbia,District Of Columbia,DC,,,Eleanor Holmes Norton
James,C.,,Moylan,,Delegate,HOUSE,Tumon,Guam,GU,,,James C. Moylan
Kimberlyn,,,King-Hinds,,Delegate,HOUSE,Tinian,Northern Mariana Islands,MP,,,Kimberlyn King-Hinds
Stacey,E.,,Plaskett,,Delegate,HOUSE,St. Croix,Virgin Islands,VI,,,Stacey E. Plaskett
Tommy,,,Tuberville,,Senator,SENATE,,Alabama,AL,,,Tommy Tuberville
Katie,,,Britt,,Senator,SENATE,,Alabama,AL,,,Katie Britt
Lisa,,,Murkowski,,Senator,SENATE,,Alaska,AK,,,Lisa Murkowski
Dan,,,Sullivan,,Senator,SENATE,,Alaska,AK,,,Dan Sullivan
Mark,,,Kelly,,Senator,SENATE,,Arizona,AZ,,,Mark Kelly
Ruben,,,Gallego,,Senator,SENATE,,Arizona,AZ,,,Ruben Gallego
John,,,Boozman,,Senator,SENATE,,Arkansas,AR,,,John Boozman
Tom,,,Cotton,,Senator,SENATE,,Arkansas,AR,,,Tom Cotton
Alex,,,Padilla,,Senator,SENATE,,California,CA,,,Alex Padilla
Adam,B.,,Schiff,,Senator,SENATE,,California,CA,,,Adam B. Schiff
Michael,F.,,Bennet,,Senator,SENATE,,Colorado,CO,,,Michael F. Bennet
John,W.,,Hickenlooper,,Senator,SENATE,,Colorado,CO,,,John W. Hickenlooper
Richard,,,Blumenthal,,Senator,SENATE,,Connecticut,CT,,,Richard Blumenthal
Christopher,,,Murphy,,Senator,SENATE,,Connecticut,CT,,,Christopher Murphy
Christopher,A.,,Coons,,Senator,SENATE,,Delaware,DE,,,Christopher A. Coons
Lisa,Blunt,,Rochester,,Senator,SENATE,,Delaware,DE,,,Lisa Blunt Rochester
Rick,,,Scott,,Senator,SENATE,,Florida,FL,,,Rick Scott
Ashley,,,Moody,,Senator,SENATE,,Florida,FL,,,Ashley Moody
Jon,,,Ossoff,,Senator,SENATE,,Georgia,GA,,,Jon Ossoff
Raphael,G.,,Warnock,,Senator,SENATE,,Georgia,GA,,,Raphael G. Warnock
Brian,,,Schatz,,Senator,SENATE,,Hawaii,HI,,,Brian Schatz
Mazie,K.,,Hirono,,Senator,SENATE,,Hawaii,HI,,,Mazie K. Hirono
Mike,,,Crapo,,Senator,SENATE,,Idaho,ID,,,Mike Crapo
James,E.,,Risch,,Senator,SENATE,,Idaho,ID,,,James E. Risch
Richard,J.,,Durbin,,Senator,SENATE,,Illinois,IL,,,Richard J. Durbin
Tammy,,,Duckworth,,Senator,SENATE,,Illinois,IL,,,Tammy Duckworth
Todd,,,Young,,Senator,SENATE,,Indiana,IN,,,Todd Young
Jim,,,Banks,,Senator,SENATE,,Indiana,IN,,,Jim Banks
Chuck,,,Grassley,,Senator,SENATE,,Iowa,IA,,,Chuck Grassley
Joni,,,Ernst,,Senator,SENATE,,Iowa,IA,,,Joni Ernst
Jerry,,,Moran,,Senator,SENATE,,Kansas,KS,,,Jerry Moran
Roger,,,Marshall,,Senator,SENATE,,Kansas,KS,,,Roger Marshall
Mitch,,,McConnell,,Senator,SENATE,,Kentucky,KY,,,Mitch McConnell
Rand,,,Paul,,Senator,SENATE,,Kentucky,KY,,,Rand Paul
Bill,,,Cassidy,,Senator,SENATE,,Louisiana,LA,,,Bill Cassidy
John,,,Kennedy,,Senator,SENATE,,Louisiana,LA,,,John Kennedy
Susan,M.,,Collins,,Senator,SENATE,,Maine,ME,,,Susan M. Collins
ANGUS,S.,,KING,JR,Senator,SENATE,,Maine,ME,,,"ANGUS S. KING, JR."
Chris,,,Van Hollen,,Senator,SENATE,,Maryland,MD,,,Chris Van Hollen
Angela,D.,,Alsobrooks,,Senator,SENATE,,Maryland,MD,,,Angela D. Alsobrooks
Elizabeth,,,Warren,,Senator,SENATE,,Massachusetts,MA,,,Elizabeth Warren
Edward,J.,,Markey,,Senator,SENATE,,Massachusetts,MA,,,Edward J. Markey
Gary,C.,,Peters,,Senator,SENATE,,Michigan,MI,,,Gary C. Peters
Elissa,,,Slotkin,,Senator,SENATE,,Michigan,MI,,,Elissa Slotkin
Amy,,,Klobuchar,,Senator,SENATE,,Minnesota,MN,,,Amy Klobuchar
Tina,,,Smith,,Senator,SENATE,,Minnesota,MN,,,Tina Smith
Roger,F.,,Wicker,,Senator,SENATE,,Mississippi,MS,,,Roger F. Wicker
Cindy,,,Hyde-Smith,,Senator,SENATE,,Mississippi,MS,,,Cindy Hyde-Smith
Josh,,,Hawley,,Senator,SENATE,,Missouri,MO,,,Josh Hawley
Eric,,,Schmitt,,Senator,SENATE,,Missouri,MO,,,Eric Schmitt
Steve,,,Daines,,Senator,SENATE,,Montana,MT,,,Steve Daines
Tim,,,Sheehy,,Senator,SENATE,,Montana,MT,,,Tim Sheehy
Deb,,,Fischer,,Senator,SENATE,,Nebraska,NE,,,Deb Fischer
Pete,,,Ricketts,,Senator,SENATE,,Nebraska,NE,,,Pete Ricketts
Catherine,,,Cortez Masto,,Senator,SENATE,,Nevada,NV,,,Catherine Cortez Masto
Jacky,,,Rosen,,Senator,SENATE,,Nevada,NV,,,Jacky Rosen
Jeanne,,,Shaheen,,Senator,SENATE,,New Hampshire,NH,,,Jeanne Shaheen
Maggie,,,Hassan,,Senator,SENATE,,New Hampshire,NH,,,Maggie Hassan
Cory,A.,,Booker,,Senator,SENATE,,New Jersey,NJ,,,Cory A. Booker
Andy,,,Kim,,Senator,SENATE,,New Jersey,NJ,,,Andy Kim
Martin,,,Heinrich,,Senator,SENATE,,New Mexico,NM,,,Martin Heinrich
Ben,Ray,,Luján,,Senator,SENATE,,New Mexico,NM,,,Ben Ray Luján
Charles,E.,,Schumer,,Senator,SENATE,,New York,NY,,,Charles E. Schumer
Kirsten,E.,,Gillibrand,,Senator,SENATE,,New York,NY,,,Kirsten E. Gillibrand
Thom,,,Tillis,,Senator,SENATE,,North Carolina,NC,,,Thom Tillis
Ted,,,Budd,,Senator,SENATE,,North Carolina,NC,,,Ted Budd
John,,,Hoeven,,Senator,SENATE,,North Dakota,ND,,,John Hoeven
Kevin,,,Cramer,,Senator,SENATE,,North Dakota,ND,,,Kevin Cramer
Bernie,,,Moreno,,Senator,SENATE,,Ohio,OH,,,Bernie Moreno
Jon,,,Husted,,Senator,SENATE,,Ohio,OH,,,Jon Husted
James,,,Lankford,,Senator,SENATE,,Oklahoma,OK,,,James Lankford
Markwayne,,,Mullin,,Senator,SENATE,,Oklahoma,OK,,,Markwayne Mullin
Ron,,,Wyden,,Senator,SENATE,,Oregon,OR,,,Ron Wyden
Jeff,,,Merkley,,Senator,SENATE,,Oregon,OR,,,Jeff Merkley
John,,,Fetterman,,Senator,SENATE,,Pennsylvania,PA,,,John Fetterman
David,,,McCormick,,Senator,SENATE,,Pennsylvania,PA,,,David McCormick
Jack,,,Reed,,Senator,SENATE,,Rhode Island,RI,,,Jack Reed
Sheldon,,,Whitehouse,,Senator,SENATE,,Rhode Island,RI,,,Sheldon Whitehouse
Lindsey,,,Graham,,Senator,SENATE,,South Carolina,SC,,,Lindsey Graham
Tim,,,Scott,,Senator,SENATE,,South Carolina,SC,,,Tim Scott
John,,,Thune,,Senator,SENATE,,South Dakota,SD,,,John Thune
Mike,,,Rounds,,Senator,SENATE,,South Dakota,SD,,,Mike Rounds
Marsha,,,Blackburn,,Senator,SENATE,,Tennessee,TN,,,Marsha Blackburn
Bill,,,Hagerty,,Senator,SENATE,,Tennessee,TN,,,Bill Hagerty
John,,,Cornyn,,Senator,SENATE,,Texas,TX,,,John Cornyn
Ted,,,Cruz,,Senator,SENATE,,Texas,TX,,,Ted Cruz
Mike,,,Lee,,Senator,SENATE,,Utah,UT,,,Mike Lee
John,R.,,Curtis,,Senator,SENATE,,Utah,UT,,,John R. Curtis
BERNARD,,,SANDERS,,Senator,SENATE,,Vermont,VT,,,BERNARD SANDERS
Peter,,,Welch,,Senator,SENATE,,Vermont,VT,,,Peter Welch
Mark,R.,,Warner,,Senator,SENATE,,Virginia,VA,,,Mark R. Warner
Tim,,,Kaine,,Senator,SENATE,,Virginia,VA,,,Tim Kaine
Patty,,,Murray,,Senator,SENATE,,Washington,WA,,,Patty Murray
Maria,,,Cantwell,,Senator,SENATE,,Washington,WA,,,Maria Cantwell
Shelley,Moore,,Capito,,Senator,SENATE,,West Virginia,WV,,,Shelley Moore Capito
Jim,,,Justice,,Senator,SENATE,,West Virginia,WV,,,Jim Justice
Ron,,,Johnson,,Senator,SENATE,,Wisconsin,WI,,,Ron Johnson
Tammy,,,Baldwin,,Senator,SENATE,,Wisconsin,WI,,,Tammy Baldwin
John,,,Barrasso,,Senator,SENATE,,Wyoming,WY,,,John Barrasso
Cynthia,M.,,Lummis,,Senator,SENATE,,Wyoming,WY,,,Cynthia M. Lummis
